año,mes,nombre departamento,código departamento,nombre municipio,código municipio,precio promedio por litro
2016,3,cauca,19,popayan,19001,952.0311711096037
2016,3,cauca,19,silvia,19743,853.3689040657347
2016,3,cauca,19,timbio,19807,840.0110843623894
2016,3,cesar,20,aguachica,20011,799.1174723838935
2016,3,cesar,20,agustin codazzi,20013,1009.3387244888397
2016,3,cesar,20,bosconia,20060,856.7227170011963
2016,3,cesar,20,chimichagua,20175,1010.0238292581848
2016,3,cesar,20,chiriguana,20178,954.6087949743004
2016,3,cesar,20,el copey,20238,937.8775490339223
2016,3,cesar,20,la gloria,20383,803.9483129935392
2016,3,cesar,20,la paz,20621,987.4030919982708
2016,3,cesar,20,san alberto,20710,856.7256727719226
2016,3,cesar,20,san diego,20750,919.5240886444079
2016,3,cesar,20,san martin,20770,871.4537755822159
2016,3,cesar,20,valledupar,20001,1003.9252817511921
2016,3,cundinamarca,25,cajica,25126,1044.8206768600858
2016,3,cundinamarca,25,chia,25175,1021.8512394913857
2016,3,cundinamarca,25,cogua,25200,953.22528363047
2016,3,cundinamarca,25,cota,25214,949.1067988535451
2016,3,cundinamarca,25,el rosal,25260,883.7559674248806
2016,3,cundinamarca,25,facatativa,25269,965.9620502601572
2016,3,cundinamarca,25,funza,25286,976.993511863113
2016,3,cundinamarca,25,fuquene,25288,977.25475396265
2016,3,cundinamarca,25,gachancipa,25295,933.000346060676
2016,3,cundinamarca,25,guacheta,25317,968.6066467077385
2016,3,cundinamarca,25,guasca,25322,928.545325527763
2016,3,cundinamarca,25,la calera,25377,960.3115423901941
2016,3,cundinamarca,25,madrid,25430,868.1076809896188
2016,3,cundinamarca,25,mosquera,25473,921.9578313253012
2016,3,cundinamarca,25,sibate,25740,1040.262031638401
2016,3,cundinamarca,25,simijaca,25745,1031.7400202991184
2016,3,cundinamarca,25,sopo,25758,971.9137598597721
2016,3,cundinamarca,25,subachoque,25769,938.9217377666248
2016,3,cundinamarca,25,susa,25779,930.202343452178
2016,3,cundinamarca,25,tabio,25785,868.5877318116976
2016,3,cundinamarca,25,tenjo,25799,865.9011909510514
2016,3,cundinamarca,25,tocancipa,25817,1036.6526832061543
2016,3,cundinamarca,25,villa de san diego de ubate,25843,1024.5388059756317
2016,3,cundinamarca,25,villapinzon,25873,977.5947049832912
2016,3,cundinamarca,25,zipaquira,25899,991.2559036192346
2016,3,cordoba,23,ayapel,23068,885.8093834438713
2016,3,cordoba,23,buenavista,23079,850.4643483343074
2016,3,cordoba,23,cerete,23162,935.427944403804
2016,3,cordoba,23,chinu,23182,861.8844367015099
2016,3,cordoba,23,cienaga de oro,23189,940.2496936274509
2016,3,cordoba,23,lorica,23417,905.9153175591532
2016,3,cordoba,23,montelibano,23466,995.192088989978
2016,3,cordoba,23,monteria,23001,896.9662921348314
2016,3,cordoba,23,planeta rica,23555,1010.2723505032563
2016,3,cordoba,23,pueblo nuevo,23570,855.0496184715139
2016,3,cordoba,23,sahagun,23660,885.8822740681147
2016,3,cordoba,23,san pelayo,23686,961.4982838382331
2016,3,huila,41,aipe,41016,859.7725860730003
2016,3,huila,41,la plata,41396,822.8202491835007
2016,3,huila,41,neiva,41001,889.3709416853405
2016,3,huila,41,palermo,41524,821.1121495327103
2016,3,huila,41,pitalito,41551,862.3480567122745
2016,3,la guajira,44,san juan del cesar,44650,969.3984892862649
2016,3,magdalena,47,ariguani,47058,863.1867321455509
2016,3,magdalena,47,chibolo,47170,883.7097493533137
2016,3,magdalena,47,el pinon,47258,1045.2221168575388
2016,3,magdalena,47,nueva granada,47460,957.0043584954034
2016,3,magdalena,47,pijino del carmen,47545,953.6012235817575
2016,3,magdalena,47,pivijay,47551,946.172989429754
2016,3,magdalena,47,plato,47555,998.1626289278005
2016,3,magdalena,47,sabanas de san angel,47660,884.4033630134719
2016,3,meta,50,acacias,50006,865.6919268326227
2016,3,meta,50,castilla la nueva,50150,846.9763413057531
2016,3,meta,50,cumaral,50226,825.2229561014901
2016,3,meta,50,granada,50313,903.5473469387755
2016,3,meta,50,guamal,50318,846.6725322450814
2016,3,meta,50,puerto lopez,50573,752.9134901960784
2016,3,meta,50,restrepo,50606,819.7323606319629
2016,3,meta,50,villavicencio,50001,931.5478972912882
2016,3,narino,52,buesaco,52110,932.7041034256913
2016,3,narino,52,cumbal,52227,924.7586917715063
2016,3,narino,52,guachucal,52317,972.6117930245659
2016,3,narino,52,iles,52352,827.1397729090037
2016,3,narino,52,ipiales,52356,857.5417361366736
2016,3,narino,52,pasto,52001,792.6193501049643
2016,3,narino,52,potosi,52560,824.7066008178004
2016,3,narino,52,puerres,52573,830.8877556615671
2016,3,narino,52,pupiales,52585,980.3906938554918
2016,3,narino,52,tangua,52788,857.8237579742769
2016,3,narino,52,tuquerres,52838,777.3462881433126
2016,3,norte de santander,54,chinacota,54172,840.0239974402731
2016,3,norte de santander,54,chitaga,54174,758.9546958804062
2016,3,norte de santander,54,cucuta,54001,810.5499654351332
2016,3,norte de santander,54,la esperanza,54385,830.2279863481228
2016,3,norte de santander,54,toledo,54820,725.0452394209354
2016,3,putumayo,86,colon,86219,821.4981261613076
2016,3,putumayo,86,san francisco,86755,859.9982096499866
2016,3,putumayo,86,santiago,86760,880.6775555487072
2016,3,putumayo,86,sibundoy,86749,853.948405221145
2016,3,quindio,63,circasia,63190,1079.0879667938136
2016,3,quindio,63,filandia,63272,976.9437025532347
2016,3,quindio,63,quimbaya,63594,979.9404933294942
2016,3,quindio,63,salento,63690,942.764374798542
2016,3,risaralda,66,dosquebradas,66170,916.0538250114521
2016,3,risaralda,66,pereira,66001,994.4777495964953
2016,3,risaralda,66,santa rosa de cabal,66682,985.8366158934797
2016,3,santander,68,barrancabermeja,68081,839.7082143989851
2016,3,santander,68,charala,68167,795.9915934275889
2016,3,santander,68,cimitarra,68190,879.3104053342691
2016,3,santander,68,el carmen de chucuri,68235,688.0330376261854
2016,3,santander,68,gambita,68298,676.014015714589
2016,3,santander,68,lebrija,68406,1004.9819773429455
2016,3,santander,68,piedecuesta,68547,904.8821746587412
2016,3,santander,68,puente nacional,68572,594.9565986620224
2016,3,santander,68,rionegro,68615,856.8523539561252
2016,3,santander,68,sabana de torres,68655,893.3997422205855
2016,3,santander,68,san vicente del chucuri,68689,929.7292724196277
2016,3,santander,68,simacota,68745,791.0485042114435
2016,3,santander,68,socorro,68755,830.3855501546619
2016,3,santander,68,suaita,68770,777.1466070386933
2016,3,santander,68,velez,68861,767.5708852005532
2016,3,sucre,70,galeras,70235,1000.0
2016,3,sucre,70,ovejas,70508,900.0
2016,3,sucre,70,san luis de since,70742,1003.079862081819
2016,3,sucre,70,san marcos,70708,941.1596895110463
2016,3,sucre,70,san onofre,70713,921.6036031026717
2016,3,sucre,70,san pedro,70717,1021.6498328472865
2016,3,sucre,70,sincelejo,70001,938.8674388674389
2016,3,sucre,70,tolu viejo,70823,1040.064868555821
2016,3,tolima,73,cajamarca,73124,820.5486800516405
2016,3,tolima,73,ibague,73001,925.1253073878263
2016,3,valle del cauca,76,bugalagrande,76113,1002.0004049754122
2016,3,valle del cauca,76,guadalajara de buga,76111,947.3222695281953
2016,3,valle del cauca,76,jamundi,76364,1036.8079179329009
2016,3,valle del cauca,76,palmira,76520,947.1973610401789
2016,3,valle del cauca,76,tulua,76834,963.0328761622727
2016,3,valle del cauca,76,zarzal,76895,847.1280649436713
2016,4,antioquia,05,angostura,05038,975.6424349521662
2016,4,antioquia,05,barbosa,05079,1019.3157496601856
2016,4,antioquia,05,bello,05088,1013.6656466112612
2016,4,antioquia,05,belmira,05086,1052.021951205307
2016,4,antioquia,05,caceres,05120,843.5643765053776
2016,4,antioquia,05,caucasia,05154,797.3165334972342
2016,4,antioquia,05,don matias,05237,971.2293548026773
2016,4,antioquia,05,el carmen de viboral,05148,924.847028119212
2016,4,antioquia,05,el santuario,05697,834.4015809051457
2016,4,antioquia,05,entrerrios,05264,1001.7084700574242
2016,4,antioquia,05,envigado,05266,928.8554254488681
2016,4,antioquia,05,guarne,05318,959.1679481467642
2016,4,antioquia,05,la ceja,05376,964.682141144022
2016,4,antioquia,05,la union,05400,986.1359945210841
2016,4,antioquia,05,marinilla,05440,998.9354349209457
2016,4,antioquia,05,medellin,05001,958.2578532005983
2016,4,antioquia,05,rionegro,05615,982.4615341366967
2016,4,antioquia,05,san jose de la montana,05658,991.5710288567834
2016,4,antioquia,05,san pedro,05664,1003.0924230867023
2016,4,antioquia,05,santa rosa de osos,05686,1011.1517989261405
2016,4,antioquia,05,sonson,05756,933.5548211128583
2016,4,antioquia,05,valdivia,05854,936.3700450269357
2016,4,antioquia,05,yarumal,05887,1009.221299043851
2016,4,atlantico,08,candelaria,08141,1057.1108394458029
2016,4,atlantico,08,juan de acosta,08372,1071.9941634241245
2016,4,atlantico,08,manati,08436,1080.3048103909666
2016,4,atlantico,08,ponedera,08560,1080.310188989318
2016,4,atlantico,08,sabanalarga,08638,1142.0838661027508
2016,4,bolivar,13,arjona,13052,1060.1363636363637
2016,4,bolivar,13,calamar,13140,1068.9595420739067
2016,4,bolivar,13,el carmen de bolivar,13244,1141.5535627726613
2016,4,bolivar,13,el guamo,13248,1194.0404475043028
2016,4,bolivar,13,magangue,13430,1028.228782287823
2016,4,bolivar,13,mahates,13433,1067.9731735473586
2016,4,bolivar,13,maria la baja,13442,1114.2762504140444
2016,4,bolivar,13,san estanislao,13647,1005.5996889061719
2016,4,bolivar,13,san juan nepomuceno,13657,1111.184974828966
2016,4,boyaca,15,belen,15087,882.0598306988467
2016,4,boyaca,15,chiquinquira,15176,944.6636989753066
2016,4,boyaca,15,duitama,15238,966.2100631337287
2016,4,boyaca,15,firavitoba,15272,882.3177905874921
2016,4,boyaca,15,moniquira,15469,792.7565807575896
2016,4,boyaca,15,paipa,15516,933.2585455985219
2016,4,boyaca,15,raquira,15600,920.8762740923564
2016,4,boyaca,15,saboya,15632,963.6441755274594
2016,4,boyaca,15,san miguel de sema,15676,987.9753797799896
2016,4,boyaca,15,sogamoso,15759,966.8287789832526
2016,4,boyaca,15,sotaquira,15763,1048.3188283431837
2016,4,boyaca,15,tibasosa,15806,936.7954484724326
2016,4,boyaca,15,toca,15814,963.3977869676987
2016,4,boyaca,15,tunja,15001,913.8621794871794
2016,4,boyaca,15,ventaquemada,15861,897.8481894150418
2016,4,caldas,17,manizales,17001,1011.0783157631568
2016,4,caldas,17,salamina,17653,876.5286183011301
2016,4,caldas,17,villamaria,17873,958.0370505407002
2016,4,casanare,85,aguazul,85010,682.9995871180843
2016,4,casanare,85,monterrey,85162,659.5990951968428
2016,4,casanare,85,tauramena,85410,702.2248261102194
2016,4,casanare,85,villanueva,85440,752.3102842074421
2016,4,casanare,85,yopal,85001,771.8337236533957
2016,4,cauca,19,patia,19532,726.4471403812825
2016,4,cauca,19,popayan,19001,952.5195408375184
2016,4,cauca,19,silvia,19743,860.1230647082175
2016,4,cauca,19,timbio,19807,840.2658522270286
2016,4,cesar,20,aguachica,20011,810.0092828962636
2016,4,cesar,20,agustin codazzi,20013,1008.6081016625784
2016,4,cesar,20,bosconia,20060,859.1227700519736
2016,4,cesar,20,chimichagua,20175,1020.5098115913684
2016,4,cesar,20,chiriguana,20178,949.9889073765945
2016,4,cesar,20,el copey,20238,937.1991885381007
2016,4,cesar,20,la gloria,20383,803.2148503835568
2016,4,cesar,20,la paz,20621,992.785889872173
2016,4,cesar,20,san alberto,20710,859.8266462480858
2016,4,cesar,20,san diego,20750,910.2266767252219
2016,4,cesar,20,san martin,20770,846.4111607986396
2016,4,cesar,20,valledupar,20001,1009.3761519199726
2016,4,cundinamarca,25,cajica,25126,1048.267867802352
2016,4,cundinamarca,25,chia,25175,1026.3031473364683
2016,4,cundinamarca,25,cogua,25200,958.824602659747
2016,4,cundinamarca,25,cota,25214,953.9122034160291
2016,4,cundinamarca,25,el rosal,25260,899.5690343176377
2016,4,cundinamarca,25,facatativa,25269,963.5869853735959
2016,4,cundinamarca,25,funza,25286,978.1773226456789
2016,4,cundinamarca,25,fuquene,25288,958.5648261508326
2016,4,cundinamarca,25,gachancipa,25295,938.3748533572563
2016,4,cundinamarca,25,guacheta,25317,978.7999579538543
2016,4,cundinamarca,25,guasca,25322,913.9878489037598
2016,4,cundinamarca,25,la calera,25377,958.8357949609035
2016,4,cundinamarca,25,madrid,25430,861.955956613978
2016,4,cundinamarca,25,mosquera,25473,914.3288246496411
2016,4,cundinamarca,25,sibate,25740,1039.3430565943654
2016,4,cundinamarca,25,simijaca,25745,1041.3569825077786
2016,4,cundinamarca,25,sopo,25758,973.2952071872403
2016,4,cundinamarca,25,subachoque,25769,965.1173107255521
2016,4,cundinamarca,25,susa,25779,940.0936926045614
2016,4,cundinamarca,25,tabio,25785,871.5728077232502
2016,4,cundinamarca,25,tenjo,25799,862.2632621014542
2016,4,cundinamarca,25,tocancipa,25817,1041.7341770226487
2016,4,cundinamarca,25,villa de san diego de ubate,25843,1021.1861785597865
2016,4,cundinamarca,25,villapinzon,25873,980.5335858953811
2016,4,cundinamarca,25,zipaquira,25899,996.9579647900509
2016,4,cordoba,23,ayapel,23068,876.8730434782609
2016,4,cordoba,23,buenavista,23079,902.767136450993
2016,4,cordoba,23,cerete,23162,924.7784025425209
2016,4,cordoba,23,chinu,23182,922.0554842531345
2016,4,cordoba,23,cienaga de oro,23189,983.4016775396086
2016,4,cordoba,23,lorica,23417,905.0631681243926
2016,4,cordoba,23,montelibano,23466,1066.520445721777
2016,4,cordoba,23,monteria,23001,896.7894280762565
2016,4,cordoba,23,planeta rica,23555,1024.8223360740403
2016,4,cordoba,23,pueblo nuevo,23570,851.0274162281917
2016,4,cordoba,23,sahagun,23660,926.8408710217756
2016,4,cordoba,23,san pelayo,23686,963.0361691288844
2016,4,huila,41,aipe,41016,852.898674539858
2016,4,huila,41,la plata,41396,818.3899088627658
2016,4,huila,41,neiva,41001,881.077772716921
2016,4,huila,41,palermo,41524,816.0572092222986
2016,4,huila,41,pitalito,41551,869.3632101273736
2016,4,la guajira,44,san juan del cesar,44650,959.6898728703624
2016,4,magdalena,47,ariguani,47058,869.7965748219367
2016,4,magdalena,47,chibolo,47170,902.7342555433491
2016,4,magdalena,47,el pinon,47258,1108.0596710961763
2016,4,magdalena,47,nueva granada,47460,970.666687661397
2016,4,magdalena,47,pijino del carmen,47545,951.7801812335574
2016,4,magdalena,47,pivijay,47551,1009.2919798093102
2016,4,magdalena,47,plato,47555,998.6500035808923
2016,4,magdalena,47,sabanas de san angel,47660,887.5789566031115
2016,4,meta,50,acacias,50006,865.8758720014403
2016,4,meta,50,castilla la nueva,50150,851.0977926078028
2016,4,meta,50,cumaral,50226,837.9561648402017
2016,4,meta,50,granada,50313,907.393740470947
2016,4,meta,50,guamal,50318,884.0131274456179
2016,4,meta,50,puerto lopez,50573,753.0668389955687
2016,4,meta,50,restrepo,50606,826.9585715718728
2016,4,meta,50,villavicencio,50001,932.3670726585468
2016,4,narino,52,buesaco,52110,942.9518434565388
2016,4,narino,52,cumbal,52227,945.8641121864507
2016,4,narino,52,guachucal,52317,971.5765710242188
2016,4,narino,52,iles,52352,829.2228571428572
2016,4,narino,52,ipiales,52356,867.4310313947241
2016,4,narino,52,pasto,52001,787.2441045659617
2016,4,narino,52,potosi,52560,826.3636944302503
2016,4,narino,52,puerres,52573,829.4607147464843
2016,4,narino,52,pupiales,52585,983.7718352737894
2016,4,narino,52,tangua,52788,859.6842866713921
2016,4,narino,52,tuquerres,52838,773.2688011913626
2016,4,norte de santander,54,chinacota,54172,837.6557794764883
2016,4,norte de santander,54,chitaga,54174,761.8429385687144
2016,4,norte de santander,54,cucuta,54001,809.4859359844811
2016,4,norte de santander,54,la esperanza,54385,829.8605251829531
2016,4,norte de santander,54,toledo,54820,744.1188643324228
2016,4,putumayo,86,colon,86219,821.1595632007596
2016,4,putumayo,86,san francisco,86755,881.9606994994748
2016,4,putumayo,86,santiago,86760,879.306440372238
2016,4,putumayo,86,sibundoy,86749,856.1769054980508
2016,4,quindio,63,circasia,63190,1077.4981744210306
2016,4,quindio,63,filandia,63272,980.0941386071246
2016,4,quindio,63,quimbaya,63594,973.3075783840186
2016,4,quindio,63,salento,63690,976.9415945851596
2016,4,risaralda,66,dosquebradas,66170,920.839504852552
2016,4,risaralda,66,pereira,66001,995.3880991766432
2016,4,risaralda,66,santa rosa de cabal,66682,986.9176089503001
2016,4,santander,68,barrancabermeja,68081,841.5028970083954
2016,4,santander,68,charala,68167,808.4817135363544
2016,4,santander,68,cimitarra,68190,913.2445930272224
2016,4,santander,68,el carmen de chucuri,68235,694.3912591050988
2016,4,santander,68,gambita,68298,675.8001342882721
2016,4,santander,68,lebrija,68406,992.6890686922061
2016,4,santander,68,piedecuesta,68547,929.3262748222603
2016,4,santander,68,puente nacional,68572,595.6069480912947
2016,4,santander,68,rionegro,68615,861.9128205128205
2016,4,santander,68,sabana de torres,68655,892.0012007836693
2016,4,santander,68,san vicente del chucuri,68689,943.9912854030501
2016,4,santander,68,simacota,68745,796.087173515222
2016,4,santander,68,socorro,68755,956.5166051660517
2016,4,santander,68,suaita,68770,778.4689851348871
2016,4,santander,68,velez,68861,768.5033661315381
2016,4,sucre,70,galeras,70235,1000.0
2016,4,sucre,70,ovejas,70508,900.0
2016,4,sucre,70,san luis de since,70742,1004.3899790584038
2016,4,sucre,70,san marcos,70708,939.395752318277
2016,4,sucre,70,san onofre,70713,938.2157090667553
2016,4,sucre,70,san pedro,70717,1026.357662822908
2016,4,sucre,70,sincelejo,70001,943.840332309093
2016,4,sucre,70,tolu viejo,70823,1022.4086295823859
2016,4,tolima,73,cajamarca,73124,828.1013239664956
2016,4,tolima,73,ibague,73001,925.00940754103
2016,4,valle del cauca,76,bugalagrande,76113,1016.6038732863037
2016,4,valle del cauca,76,guadalajara de buga,76111,947.2957167332953
2016,4,valle del cauca,76,jamundi,76364,1040.0749825134064
2016,4,valle del cauca,76,palmira,76520,946.018414409063
2016,4,valle del cauca,76,tulua,76834,974.0340826904533
2016,4,valle del cauca,76,zarzal,76895,850.4993455180104
2016,5,antioquia,05,angostura,05038,980.1485867834394
2016,5,antioquia,05,barbosa,05079,1022.5208420175073
2016,5,antioquia,05,bello,05088,1013.8887362132353
2016,5,antioquia,05,belmira,05086,1042.8797945586111
2016,5,antioquia,05,caceres,05120,841.7529499441064
2016,5,antioquia,05,caucasia,05154,797.1480103063269
2016,5,antioquia,05,don matias,05237,973.3063335400303
2016,5,antioquia,05,el carmen de viboral,05148,934.1484040052986
2016,5,antioquia,05,el santuario,05697,839.8165058332133
2016,5,antioquia,05,entrerrios,05264,1018.1266001646953
2016,5,antioquia,05,envigado,05266,935.7268572840117
2016,5,antioquia,05,guarne,05318,976.644991694952
2016,5,antioquia,05,la ceja,05376,976.34616235999
2016,5,antioquia,05,la union,05400,988.0693282597973
2016,5,antioquia,05,marinilla,05440,1003.1410622782814
2016,5,antioquia,05,medellin,05001,951.4989608230281
2016,5,antioquia,05,rionegro,05615,990.6840052839202
2016,5,antioquia,05,san jose de la montana,05658,1003.6536454722585
2016,5,antioquia,05,san pedro,05664,1007.3105463922346
2016,5,antioquia,05,santa rosa de osos,05686,1019.6885020865363
2016,5,antioquia,05,sonson,05756,947.7901834142759
2016,5,antioquia,05,valdivia,05854,945.4376155639521
2016,5,antioquia,05,yarumal,05887,988.8045716978909
2016,5,atlantico,08,candelaria,08141,1070.1668156091748
2016,5,atlantico,08,juan de acosta,08372,947.7112291681829
2016,5,atlantico,08,manati,08436,1097.0186633731303
2016,5,atlantico,08,ponedera,08560,1093.387885111758
2016,5,atlantico,08,sabanalarga,08638,1149.7320620780847
2016,5,bolivar,13,arjona,13052,968.686735395189
2016,5,bolivar,13,calamar,13140,1078.7196951268954
2016,5,bolivar,13,el carmen de bolivar,13244,1000.2084418968212
2016,5,bolivar,13,el guamo,13248,1139.7364419665485
2016,5,bolivar,13,magangue,13430,964.3433346874818
2016,5,bolivar,13,mahates,13433,1018.4017146356399
2016,5,bolivar,13,maria la baja,13442,971.5443149777491
2016,5,bolivar,13,san estanislao,13647,1006.1080972473378
2016,5,bolivar,13,san juan nepomuceno,13657,1047.6848930949877
2016,5,boyaca,15,belen,15087,883.9437118777049
2016,5,boyaca,15,chiquinquira,15176,952.0978374715052
2016,5,boyaca,15,duitama,15238,990.3773464900326
2016,5,boyaca,15,firavitoba,15272,888.3906064849725
2016,5,boyaca,15,moniquira,15469,792.6256372906045
2016,5,boyaca,15,paipa,15516,976.1595365418895
2016,5,boyaca,15,raquira,15600,948.0510770024507
2016,5,boyaca,15,saboya,15632,974.9469506144569
2016,5,boyaca,15,san miguel de sema,15676,1003.3589372151362
2016,5,boyaca,15,sogamoso,15759,967.9087568563592
2016,5,boyaca,15,sotaquira,15763,1081.32154350158
2016,5,boyaca,15,tibasosa,15806,943.8162804274438
2016,5,boyaca,15,toca,15814,970.3085225537114
2016,5,boyaca,15,tunja,15001,909.1653057521321
2016,5,boyaca,15,ventaquemada,15861,902.9119761291198
2016,5,caldas,17,manizales,17001,1010.5474966527225
2016,5,caldas,17,salamina,17653,869.9690117658452
2016,5,caldas,17,villamaria,17873,957.029846061819
2016,5,casanare,85,aguazul,85010,690.5286655800439
2016,5,casanare,85,monterrey,85162,669.611365120836
2016,5,casanare,85,tauramena,85410,711.6250480215136
2016,5,casanare,85,villanueva,85440,754.9146576488127
2016,5,casanare,85,yopal,85001,776.8750311591192
2016,5,cauca,19,patia,19532,732.7540549486924
2016,5,cauca,19,popayan,19001,952.6252423794649
2016,5,cauca,19,silvia,19743,864.3870881686008
2016,5,cauca,19,timbio,19807,840.3451171202205
2016,5,cesar,20,aguachica,20011,835.6318457783063
2016,5,cesar,20,agustin codazzi,20013,1008.9589858630322
2016,5,cesar,20,bosconia,20060,859.3435040376163
2016,5,cesar,20,chimichagua,20175,936.8742619499923
2016,5,cesar,20,chiriguana,20178,958.8318368280014
2016,5,cesar,20,el copey,20238,940.3063120794617
2016,5,cesar,20,la gloria,20383,820.6142425075611
2016,5,cesar,20,la paz,20621,1003.8101402373247
2016,5,cesar,20,san alberto,20710,901.5284772958015
2016,5,cesar,20,san diego,20750,935.7035579471528
2016,5,cesar,20,san martin,20770,861.7469387755102
2016,5,cesar,20,valledupar,20001,1004.1161109554497
2016,5,cundinamarca,25,cajica,25126,1050.7023347915203
2016,5,cundinamarca,25,chia,25175,1054.3112158976087
2016,5,cundinamarca,25,cogua,25200,962.0928932559844
2016,5,cundinamarca,25,cota,25214,937.4076397602119
2016,5,cundinamarca,25,el rosal,25260,900.1138286417474
2016,5,cundinamarca,25,facatativa,25269,970.7698481019688
2016,5,cundinamarca,25,funza,25286,1053.1610848757894
2016,5,cundinamarca,25,fuquene,25288,967.9342256821702
2016,5,cundinamarca,25,gachancipa,25295,939.4280715919796
2016,5,cundinamarca,25,guacheta,25317,983.6980039839615
2016,5,cundinamarca,25,guasca,25322,930.9463792150359
2016,5,cundinamarca,25,la calera,25377,957.2958426132145
2016,5,cundinamarca,25,madrid,25430,884.7996984708163
2016,5,cundinamarca,25,mosquera,25473,922.6015945880647
2016,5,cundinamarca,25,sibate,25740,1047.9383798468757
2016,5,cundinamarca,25,simijaca,25745,1048.7623162601408
2016,5,cundinamarca,25,sopo,25758,972.987012987013
2016,5,cundinamarca,25,subachoque,25769,987.3020793590233
2016,5,cundinamarca,25,susa,25779,971.3981151517754
2016,5,cundinamarca,25,tabio,25785,871.8796804792811
2016,5,cundinamarca,25,tenjo,25799,864.645492235261
2016,5,cundinamarca,25,tocancipa,25817,1042.8443149559241
2016,5,cundinamarca,25,villa de san diego de ubate,25843,1022.0648183792999
2016,5,cundinamarca,25,villapinzon,25873,980.0782009833334
2016,5,cundinamarca,25,zipaquira,25899,1000.6849738739766
2016,5,cordoba,23,ayapel,23068,876.1871233031037
2016,5,cordoba,23,buenavista,23079,894.1684738253468
2016,5,cordoba,23,cerete,23162,817.236177920304
2016,5,cordoba,23,chinu,23182,869.2816114564482
2016,5,cordoba,23,cienaga de oro,23189,878.8374913374913
2016,5,cordoba,23,lorica,23417,810.3596606524077
2016,5,cordoba,23,montelibano,23466,1004.1662859753312
2016,5,cordoba,23,monteria,23001,831.8329510703364
2016,5,cordoba,23,planeta rica,23555,934.7012405360254
2016,5,cordoba,23,pueblo nuevo,23570,815.8033649779114
2016,5,cordoba,23,sahagun,23660,847.1740197797573
2016,5,cordoba,23,san pelayo,23686,814.9926637321595
2016,5,huila,41,aipe,41016,863.0327570518654
2016,5,huila,41,la plata,41396,840.2365896205844
2016,5,huila,41,neiva,41001,897.1309652602476
2016,5,huila,41,palermo,41524,813.7752937804529
2016,5,huila,41,pitalito,41551,878.1873105240364
2016,5,la guajira,44,san juan del cesar,44650,966.4456815022758
2016,5,magdalena,47,ariguani,47058,870.3359412864363
2016,5,magdalena,47,chibolo,47170,899.1147368588773
2016,5,magdalena,47,el pinon,47258,1115.482830271216
2016,5,magdalena,47,nueva granada,47460,965.879808991801
2016,5,magdalena,47,pijino del carmen,47545,908.0876037789866
2016,5,magdalena,47,pivijay,47551,1041.5710382513662
2016,5,magdalena,47,plato,47555,950.9547641028133
2016,5,magdalena,47,sabanas de san angel,47660,878.5799897119341
2016,5,meta,50,acacias,50006,866.9698663113098
2016,5,meta,50,castilla la nueva,50150,870.2519674922104
2016,5,meta,50,cumaral,50226,838.5753587501061
2016,5,meta,50,granada,50313,911.6212376145074
2016,5,meta,50,guamal,50318,885.7223031322435
2016,5,meta,50,puerto lopez,50573,782.8107461588003
2016,5,meta,50,restrepo,50606,834.3742389250473
2016,5,meta,50,villavicencio,50001,931.2084072608162
2016,5,narino,52,buesaco,52110,949.2431325860967
2016,5,narino,52,cumbal,52227,954.8786742900525
2016,5,narino,52,guachucal,52317,990.922165674066
2016,5,narino,52,iles,52352,835.2028149740984
2016,5,narino,52,ipiales,52356,874.378001823893
2016,5,narino,52,pasto,52001,788.4277837590943
2016,5,narino,52,potosi,52560,825.5666458723227
2016,5,narino,52,puerres,52573,842.2859450726979
2016,5,narino,52,pupiales,52585,995.6907193806879
2016,5,narino,52,tangua,52788,858.3483293016304
2016,5,narino,52,tuquerres,52838,773.1017135670492
2016,5,norte de santander,54,chinacota,54172,838.9429550740605
2016,5,norte de santander,54,chitaga,54174,754.7146719795076
2016,5,norte de santander,54,cucuta,54001,809.5772152761217
2016,5,norte de santander,54,la esperanza,54385,852.548231511254
2016,5,norte de santander,54,toledo,54820,745.8533956162414
2016,5,putumayo,86,colon,86219,848.9009777255018
2016,5,putumayo,86,san francisco,86755,885.3210859136502
2016,5,putumayo,86,santiago,86760,878.2570819112628
2016,5,putumayo,86,sibundoy,86749,862.3889571629213
2016,5,quindio,63,circasia,63190,1070.731743234846
2016,5,quindio,63,filandia,63272,976.1142395350637
2016,5,quindio,63,quimbaya,63594,976.945697192821
2016,5,quindio,63,salento,63690,985.809274548954
2016,5,risaralda,66,dosquebradas,66170,924.767257950702
2016,5,risaralda,66,pereira,66001,996.6008133582126
2016,5,risaralda,66,santa rosa de cabal,66682,977.5403714364475
2016,5,santander,68,barrancabermeja,68081,842.372871437767
2016,5,santander,68,charala,68167,848.2668858747774
2016,5,santander,68,cimitarra,68190,922.4137433925997
2016,5,santander,68,el carmen de chucuri,68235,712.7201541234231
2016,5,santander,68,gambita,68298,675.2738949754439
2016,5,santander,68,lebrija,68406,1018.5727496917386
2016,5,santander,68,piedecuesta,68547,954.3049722766062
2016,5,santander,68,puente nacional,68572,597.9106914667045
2016,5,santander,68,rionegro,68615,953.1075914800656
2016,5,santander,68,sabana de torres,68655,907.3420378430102
2016,5,santander,68,san vicente del chucuri,68689,928.075891146033
2016,5,santander,68,simacota,68745,802.2112085398398
2016,5,santander,68,socorro,68755,1012.1860572706331
